Reaction,Flux
DDGALK,0.0
AMALT1,0.0
MLTP2,0.0
PACCOAL,0.0
GP4GH,0.0
TRE6PS,0.0
CYTK1,-0.11054906796628652
CYTK2,0.0
GK1,-0.13981321699617053
HACD1,-0.221098135932573
HACD2,-0.221098135932573
ACACCT,0.0
BUTCT,0.0
2DGULRx,0.0
G1PTT,0.0
TDPGDH,0.0
TDPDRE,0.0
TDPDRR,0.0
UAPGR,0.0
NDPK7,-0.014099833996579872
GLYAT,0.0
ADNUC,0.0
GMHEPPA,0.0
S7PI,0.0
TRPS3,0.0
CRNBTCT,0.0
CRNCBCT,0.0
CRNCDH,0.0
FADRx,0.0
GTPDPK,0.0
NDPK2,0.0
NDPK3,0.0
NDPK4,0.0
HBZOPT,0.0
DPCOAK,0.0036919910782750066
KDOPS,0.0
KDOPP,0.0
CYNTAH,0.0
GUAD,0.0
DGK1,0.0
DTMPK,-0.006574374874708171
NDPK1,0.0
TRDR,0.03943912166023249
PGMT,0.0
BETALDHx,0.0
BETALDHy,0.0
FMNRx2,0.0
ACPS1,0.0
GMPS2,0.0
AMPN,0.0
ADCS,0.0
UMPK,-0.2714943434005654
DDPGALA,0.0
UPPRT,0.2714943434005654
CTPS2,0.0
PAPPT3,0.0
UAGPT3,0.0
F6PA,0.0
IDOND,0.0
IDOND2,0.0
GLYCLTDx,0.0
HPYRRy,0.0
ACODA,0.0
ADA,0.0
DADA,0.0
ADSS,0.0
DMPPS,0.0
IPDPS,0.0
DAPE,1.4791265048076895e-16
DHDPRy,1.6822123137786659e-16
SDPTA,-1.5573109181254684e-16
DDPA,0.0
NMNDA,0.0
NNAM,0.0
P5CD,0.0
TRE6PP,0.0
G3PD2,-0.5456478793010221
FCLPA,0.0
ACCOAL,0.0
GALUi,0.0
U23GAAT,0.0
UAAGDS,0.0
UAMAS,0.0
UAMAGS,0.0
OP4ENH,0.0
HOPNTAL,0.0
AKGDH,0.0
HPYRRx,-1.7669255544943422e-16
GLYCDx,0.0
ASP1DC,3.2355153157136027
UGMDDS,0.0
UHGADA,0.0
ATPPRT,0.0
HISTD,0.0
IGPDH,0.0
PRPPS,-0.41958027170410694
PRATPP,0.0
PRMICI,0.0
SERAT,0.0
CYSS,0.0
PAPSR,0.0
ASAD,0.08380550172934946
DAPDC,1.4791265048076892e-16
METAT,0.0
ACBIPGT,0.0
ADOCBLS,0.0
ADOCBIK,0.0
TMPK,0.0
HKNDDH,0.0
HKNTDH,0.0
NNATr,0.00827271130737101
CYTDH,0.40669014084507044
PSERT,0.0
AIRC2,0.0
GAPD,-6.945937935222807
GND,4.227262870275146
TAUDO,0.0
ME2,0.0
ARGSL,0.0
CBPS,0.0
GLU5K,0.0
IPPS,0.32237168594454246
AMALT3,0.0
MLTP3,0.0
SPODM,0.0
AHCYSNS,0.0
NTPP4,0.0
P5CR,0.0
DHPPDA2,0.0
GMAND,0.0
DBTS,0.0
DHDPS,1.4013492678510994e-16
G1PACT,0.0
GART,0.0
CSND,0.6901408450704226
GF6PTA,0.0
GLUCYS,0.0
GLUN,0.0
GLUPRT,0.1398132169961706
GMPR,0.0
NADS1,0.00827271130737101
NTRIR2x,0.0
OCBT,0.0
GARFT,0.13981321699617058
GPDDA1,0.0
GPDDA2,0.0
PHETA1,0.0
TRPS1,0.0
PRAMPC,0.0
MCITL2,0.0
DXYLK,0.0
SOTA,0.0
SGSAD,0.0
PTA2,0.0
ACOTA,0.0
GPDDA5,0.0
PDX5PS,0.0
PPBNGS,0.0
PPNCL2,0.0
PRAGSr,0.1398132169961706
PRFGS,0.1398132169961706
ETHAAL,0.0
MAN1PT2,0.0
AP4AH,0.0
AP5AH,0.0
MI1PP,0.0
MCITS,0.0
PPAKr,0.0
NTP3,0.0
MOAT2,0.0
G6PDH2r,0.0
NADH5,0.0
MOHMT,0.0036919910782750066
GMPS,0.13981321699617055
GLCRD,0.0
PPPNDO,0.0
TDPAGTA,0.0
PMPK,0.0
LCADi,0.0
ADK3,0.0
ADSK,0.0
CYSTL,0.0
SHSL1,0.0
SSALy,0.0
FACOAL160t2pp,0.0
FACOAL180t2pp,0.0
SPODMpp,0.0
ACACT7r,-0.221098135932573
PSP_L,0.0
ACACT2r,-0.221098135932573
ACACT3r,-0.221098135932573
ACACT4r,-0.221098135932573
SUCCt2_2pp,0.0
SULabcpp,0.0
TSULabcpp,0.0
AHGDx,0.0
AKGt2rpp,0.0
XYLt2pp,0.0
THRabcpp,0.0
VALabcpp,0.0
XYLabcpp,0.0
XYLUt2pp,0.0
GTPCI,0.0
FDMO,0.0
ACNAMt2pp,0.0
CHOLD,0.0
TKT2,1.9469023978065896
ASPabcpp,0.0
ASPt2pp,0.0
ASPt2_2pp,0.0
ADEt2rpp,-0.1442054520996276
ALAabcpp,0.0
ALLabcpp,0.0
ECOAH8,0.03493058776331981
GLCDpp,0.0
GUAtpp,0.0
HYD2pp,0.0
HYXNtpp,0.3186619718309859
ECOAH5,0.221098135932573
DHFS,0.0
FE2abcpp,0.0
FUMt2_2pp,0.0
METS,0.0
CYSabc2pp,0.0
TRSARr,-0.31050140137560645
URIH,0.0
XTSNH,0.0
INSH,0.3186619718309859
PPK2,0.0
MTHFR2,0.08380550172934927
ASPO3,0.0
ASPO5,0.0
ASPO4,0.0
ASPO6,0.0
ACACT5r,-0.221098135932573
MALDDH,0.0
DHPS2,0.0
MTHFC,0.41262743936785345
MTHFD,0.41262743936785345
QULNS,0.008272711307371007
ALKP,0.0
ACACT6r,-0.221098135932573
LIPAabcpp,0.0
LIPACabcpp,0.0
GGGABADr,0.0
FDMO3,0.0
FDMO4,0.0
BUTSO3abcpp,0.0
ETHSO3abcpp,0.0
MALTATr,0.0
FEENTERtex,0.0
GGGABAH,0.0
FDMO6,0.0
SULFACabcpp,0.0
MCPST,0.0
UDCPDPpp,0.0
FE3Ri,0.0
NODOy,0.0
GALM2pp,0.0
CU1abcpp,0.0
HG2abcpp,0.0
NODOx,0.0
CRNt2rpp,0.0
CRNDt2rpp,0.0
CTBTt2rpp,0.0
AGM3PA,0.0
AMPTASECG,0.0
LACZpp,0.0
GPDDA1pp,0.6941353472739341
GPDDA5pp,0.0
FLVR,0.0
FDMO2,0.0
AGM4PApp,0.0
AGM4PA,0.0
FEROpp,0.0
AM4PCP,0.0
AM3PA,0.0
UM4PCP,0.0
CBLAT,0.0
MSO3abcpp,0.0
TDP,0.0
3PEPTabcpp,0.0
AGM3Pt2pp,0.0
AGM4Pt2pp,0.0
AGMt2pp,0.0
SKMt2pp,0.0
GRXR,0.0
FACOAE181,0.03493058776331982
FACOAE160,0.0
FACOAE140,0.0
AAMYLpp,0.0
FACOAL80t2pp,0.0
PPGPPDP,0.0
F6PP,0.0
FACOAL60t2pp,0.0
ILEabcpp,0.22725115856487593
INDOLEt2pp,0.0
GDPDPK,0.0
TUNGSabcpp,0.0
MOBDabcpp,0.009048417767426884
NI2uabcpp,0.0
R15BPK,0.0
Kabcpp,0.0
LEUabcpp,0.0
MALt2_2pp,0.0
METabcpp,0.0
PIuabcpp,0.0
METDabcpp,0.0
PROt2rpp,0.0
ASNNpp,0.6967237476651686
GLUNpp,1.1772897755662515
DNTPPA,0.0
NTPP9,0.0
NTPP10,0.0
NTPP11,0.0
ALLULPE,0.0
FACOAL100t2pp,0.0
RIBabcpp,0.0
GPDDA3pp,0.0
GPDDA4pp,0.0
GPDDA2pp,0.0
FACOAL120t2pp,0.0
FACOAL140t2pp,0.0
CU2abcpp,0.0
COBALT2abcpp,0.0
NI2abcpp,0.0
MG2uabcpp,0.0
GLNabcpp,0.4060435577670821
GLUabcpp,0.0
GLUt2rpp,-1.1772897755662513
ARBt3ipp,0.0
GLBRAN2,0.0
AGM4PCP,0.0
4PCP,0.0
4PCPpp,0.0
FALDH2,0.0
CBIAT,0.0
PPA2,0.0
HSTPT,0.0
THDPS,0.0
ACONMT,0.0
GNK,4.227262870275146
HMBS,0.0
MEPCT,0.0
GLUDy,0.0
ZN2abcpp,0.0
GLYCLTDy,0.0
LYSDC,0.0
DAAD,0.0
GLYC3Pabcpp,0.0
NTPP5,0.0
GLYOX,0.0
AGM4PCPpp,0.0
GTPDPDP,0.0
XAND,1.1572769953051643
HACD3,-0.221098135932573
NNDMBRT,0.0
THRA2,0.0
PPK,0.0
ABUTD,0.0
E4PD,0.0
IG3PS,0.0
DADK,0.0
DUTPDP,0.0
NTP5,0.0
MTAN,0.0
THRD_L,0.0
NAMNPP,0.0
SELNPS,0.0
CRNCAR,0.0
ANHMK,0.0
DHFR,-0.006574374874708171
TYRTA,0.0
SHKK,0.0
GLUSy,0.0
PDH,6.352826256851581
HYD3pp,0.0
GALCTD,0.0
AMAOTr,0.0
DKGLCNR2x,0.0
ACGS,0.0
PDE1,0.0
MCITD,0.0
GLCATr,0.0
ALAALAr,0.0
ACACT1r,-0.22109813593257302
CD2abcpp,0.0
AGM3PApp,0.0
SUCOAS,1.823986053226681
NTP1,0.0
PANTS,0.003691991078275006
DHQS,0.0
PGCD,0.0
ADSL1r,0.0
AICART,0.13981321699617053
PGM,6.945937935222807
TPI,2.6129546520171303
RPI,-0.33345807466196625
PERD,0.0
PDE4,0.0
AGM4PH,0.0
AM4PA,0.0
ATHRDHr,0.0
LSERDHr,0.0
DSERDHr,0.0
MMCD,0.0
GLNS,0.0
GTHS,0.0
UDPKAAT,0.0
ALR2,0.0
AMALT2,0.0
MLTP1,0.0
HXAND,0.0
ADNK1,0.1442054520996276
R5PP,0.0
CYSSADS,0.0
CPPPGO2,0.0
AGM3PH,0.0
LDH_D2,0.0
SHCHF,0.0
CYSDDS,0.0
CYStpp,0.0
ACSERtpp,0.0
NTP10,0.0
PRAIS,0.13981321699617055
GDMANE,0.0
GPDDA4,0.0
2AGPE120tipp,0.0
G3PGabcpp,0.0
G3PIabcpp,0.0
G3PSabcpp,0.0
QMO2,0.0
QMO3,0.0
2AGPA120tipp,0.0
2AGPG180tipp,0.0
2AGPGAT180,0.0
2AGPGAT181,0.0
PLIPA1E140pp,0.0
PLIPA1E160pp,0.0
PLIPA1E161pp,0.0
HXCT,0.0
2AGPEAT160,0.0
ECOAH7,0.22109813593257294
GCALDD,0.0
HISTP,0.0
AMALT4,0.0
NTD11,0.0
ORNDC,0.0
UPP3MT,0.0
KAS15,0.0
FACOAL181t2pp,0.0
3OAS161,0.0
EAR141y,0.0
EAR161x,0.0
DASYN160,0.05835214463249111
DASYN161,0.034731629452135496
DASYN181,0.017465293881659908
PGSA180,0.0
2AGPGAT141,0.0
FACOAE180,0.0
FACOAE100,0.0
FACOAE80,0.0
FACOAE60,0.0
PLIPA1E120pp,0.0
3OAS141,0.0
3OAR121,0.0
CFAS160G,0.0
URAt2pp,0.0815727699530516
FACOAE141,0.0
FACOAE161,0.069463258904271
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPGAT140,0.0
PLIPA1E181pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
ALAALAabcpp,0.0
G3PEabcpp,0.0
G3PCabcpp,0.0
2AGPGAT161,0.0
AMPTASEPG,0.0
PROGLYabcpp,0.0
GTHRDabcpp,0.0
2AGPG140tipp,0.0
2AGPG160tipp,0.0
2AGPG141tipp,0.0
2AGPG161tipp,0.0
2AGPG181tipp,0.0
2AGPEAT140,0.0
2AGPEAT120,0.0
2AGPEAT161,0.0
2AGPEAT141,0.0
2AGPGAT160,0.0
CLPNS180pp,0.0
CLPNS181pp,0.0
PG161abcpp,0.010731846960219385
PGP120abcpp,0.0
PGP161abcpp,0.0
PGP181abcpp,0.0
PA120abcpp,0.0
PLIPA1G120pp,0.0
CLPNS120pp,0.0
2AGPGAT120,0.0
FACOAL141t2pp,0.0
FACOAL161t2pp,0.0
PA160abcpp,0.0
PA181abcpp,0.0
PGPP140pp,0.0
PGPP141pp,0.0
PGPP160pp,0.0
PGPP180pp,0.0
PLIPA1E180pp,0.0
PLIPA1G140pp,0.0
PLIPA1G161pp,0.0
CLPNS160pp,0.0
CLPNS161pp,0.0
PG160abcpp,0.011586651115560951
PGP140abcpp,0.0
HPYRI,0.0
TPRDCOAS,0.0
FLVRx,0.0
GGPTRCO,0.0
FMNRx,0.0
DHBS,0.0
OMBZLM,0.0
GPDDA3,0.0
2DOXG6PP,0.0
AGMH,0.0
MPTG,0.0
MPTG2,0.0
MCTP1App,0.0
MCTP2App,0.0
MCTP1Bpp,0.0
MELIBt3ipp,0.0
SFGTHi,0.0
K2L4Aabcpp,0.0
DSBCGT,0.0
AMPMS2,0.0
THIORDXi,0.0
PDX5POi,0.0
PLIPA1A181pp,0.0
EAR141x,0.0
EAR181x,0.0
EAR181y,0.0
DASYN140,0.0
DASYN180,0.0
DASYN141,0.0
PGSA141,0.0
5DOAN,0.0
FACOAE120,0.0
3OAR120,0.0
3HAD120,0.0
EAR180x,0.0
EAR180y,0.0
PGPP120,0.0
DAGK120,0.0
PSD160,0.046765493516930164
PSD161,0.023999782491916106
PSD180,0.0
COLIPAabcpp,0.0
PLIPA2A140pp,0.0
PLIPA2A141pp,0.0
PLIPA2A180pp,0.0
CU1Opp,0.0
LPLIPAL1E141pp,0.0
LALDO2x,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G120pp,0.0
PLIPA2E140pp,0.0
PLIPA2E160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A181pp,0.0
ALR4x,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
ACONTb,0.0
GLCP2,0.0
PLIPA2E141pp,0.0
PLIPA2E181pp,0.0
PLIPA2G140pp,0.0
PLIPA2G160pp,0.0
PLIPA2G181pp,0.0
EAR80y,0.0
EAR120y,0.0
3OAR181,0.0
EAR121y,0.0
GTHRDHpp,0.0
EAR140x,0.0
EAR40y,0.0
3OAS181,0.0
EAR161y,0.0
MLDCP1App,0.0
EAR160y,0.0
EAR100y,0.0
3OAR141,0.0
3OAR161,0.0
EAR121x,0.0
PSD140,0.0
MICITDr,0.0
PGSA140,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1G140pp,0.0
ACONTa,0.0
PGPP120pp,0.0
PGPP181pp,0.0
PGSA181,0.007109960766064482
PGPP140,0.0
PGPP141,0.0
MLTGY3pp,0.0
PGSA160,0.011586651115560953
MLDCP2Bpp,0.0
3OAS140,0.0
3OAR140,0.0
3OAR160,0.0
PGSA161,0.010731846960219385
PGPP160,0.011586651115560951
PGPP180,0.0
PGPP161,0.010731846960219385
PE141abcpp,0.0
PE160abcpp,0.046765493516930164
PE161abcpp,0.02399978249191611
PSD141,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.007109960766064482
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP180abcpp,0.0
PA140abcpp,0.0
CLPNS140pp,0.0
CLPNS141pp,0.0
PG120abcpp,0.0
PE140abcpp,0.0
CFAS160E,0.0
CFAS180E,0.0
CFAS180G,0.0
DAGK140,0.0
DAGK160,0.0
DAGK141,0.0
DAGK161,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MLTGY1pp,0.0
PLIPA1E141pp,0.0
3OAS60,0.0
3OAS160,0.0
3OAR60,0.0
3OAR80,0.0
MLDCP3App,0.0
MLDCP1Bpp,0.0
2AGPE181tipp,0.0
2AGPA140tipp,0.0
2AGPA160tipp,0.0
2AGPA180tipp,0.0
2AGPA141tipp,0.0
PLIPA1G160pp,0.0
PLIPA1G141pp,0.0
2AGPE140tipp,0.0
2AGPE160tipp,0.0
2AGPE180tipp,0.0
2AGPE141tipp,0.0
2AGPE161tipp,0.0
2AGPA161tipp,0.0
2AGPA181tipp,0.0
2AGPG120tipp,0.0
PA141abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PGPP161pp,0.0
PE120abcpp,0.0
PE180abcpp,0.0
CGLYabcpp,0.0
PLIPA2A120pp,0.0
PLIPA2A160pp,0.0
EAR100x,0.0
EAR120x,0.0
EAR160x,0.0
EAR140y,0.0
3OAS121,0.0
3OAS80,0.0
3OAS100,0.0
3OAS120,0.0
3OAR40,0.0
3OAR100,0.0
DASYN120,0.0
EAR40x,0.0
EAR60y,0.0
MLTGY2pp,0.0
MLTGY4pp,0.0
EAR60x,0.0
EAR80x,0.0
PE181abcpp,0.010355333115595425
3OAS180,0.0
PSD120,0.0
MDDEP1pp,0.0
MDDEP2pp,0.0
PSD181,0.010355333115595425
DAGK180,0.0
DAGK181,0.0
PLIPA2E120pp,0.0
PLIPA2G141pp,0.0
PLIPA2G161pp,0.0
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
3OAR180,0.0
PGSA120,0.0
GTHRDabc2pp,0.0
NADHPO,0.0
ACOAD7f,-0.15163487702830203
ACOAD8f,0.0
ACOAD5f,-0.221098135932573
ACOAD3f,-0.221098135932573
ACOAD2f,-0.221098135932573
ACOAD4f,-0.221098135932573
ACOAD6f,-0.221098135932573
LYSt3pp,0.0
CTBTCAL2,0.0
GDPMNP,0.0
AMMQLT8,0.0
CRNDCAL2,0.0
CRNCAL2,0.0
COBALT2tpp,0.024556314972199268
OXCDC,0.0
UM3PL,0.0
UM4PL,0.0
ZN2tpp,0.02212512378295975
NI2tpp,0.02465664319190257
PLIPA1A120pp,0.0
PLIPA1A140pp,0.0
PLIPA1A141pp,0.0
PLIPA1A160pp,0.0
PLIPA1A161pp,0.0
PLIPA1A180pp,0.0
ARGt3pp,0.0
OROTt2_2pp,0.0
MALDt2_2pp,0.0
DTARTD,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,0.0
PLIPA2G120pp,0.0
PLIPA2G180pp,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A160pp,0.0
FE2tpp,0.051828533316136086
MN2tpp,0.026342075262257927
MG2tpp,0.0
CU2tpp,0.022773773668202782
CD2tpp,0.0
HACD8,-0.034930587763319816
CTECOAI8,-0.03493058776331982
CTECOAI6,0.0
MALCOAMT,0.0
OGMEACPS,0.0
OGMEACPR,0.0
OPMEACPS,0.0
DGUNC,0.0
CDGUNPD,0.0
LDGUNPD,0.0
MPTAT,0.0
CMtpp,0.0
FUSAtpp,0.0
MINCYCtpp,0.0
DOXRBCNtpp,0.0
REPHACCOAI,0.0
APG3PAT160,0.05835214463249111
APG3PAT161,0.03473162945213549
APG3PAT180,0.0
ICYSDS,0.0
I4FE4SR,0.0
BMOCOS,0.0
BWCOS,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
DHNPTE,0.0
DHMPTR,0.0
NOVBCNtpp,0.0
I2FE2SS,0.0
I2FE2ST,0.0
I2FE2SS2,0.0
I4FE4ST,0.0
BTS5,0.0
CCGS,0.0
CDGR,0.0
MSAR,0.0
CPH4S,0.0
URACPAH,0.0
POAACR,0.0
GTHPi,0.0
DHNCOAS,0.0
DHNCOAT,0.0
I2FE2SR,0.0
TYRL,0.0
APG3PAT120,0.0
FORCT,0.0
OXDHCOAT,0.0
HADPCOADH3,-13.038762755292503
PYROX,0.0
BMOGDS1,0.0
MOCOS,0.0
BMOGDS2,0.0
ACACT8r,-0.034930587763319816
CTECOAI7,-0.069463258904271
APG3PAT140,0.0
APG3PAT141,0.0
APG3PAT181,0.017465293881659908
OPMEACPD,0.0
EPMEACPR,0.0
AOXSr2,0.0
OGMEACPD,0.0
EGMEACPR,0.0
OPMEACPR,0.0
TTRCYCtpp,0.0
OXCOAHDH,0.0
DHACOAH,0.0
THFAT,0.0
GDPTPDP,0.0
MPTSS,0.0
CPMPS,0.0
LIPOCT,0.0
LIPOS,0.0
ALDD19xr,0.0
MMM,0.0
MOGDS,0.0
WCOS,0.0
RFAMPtpp,0.0
3OXCOAT,0.0
2DGULRGx,0.0
2DGULRGy,0.0
AP4AS,0.0
GHBDHx,0.0
APPLDHr,0.0
G2PP,0.0
DHNPA2r,0.0
GLYC2Pabcpp,0.0
NADHXD,0.0
NADPHHS,0.0
NADHXE,0.0
SELabcpp,0.0
PYK2,0.26491996852585714
PYK3,0.12743287295426142
PYK4,0.10014122504798165
NADPHXD,0.0
NADPHXE,0.0
FE3DHBZS3R,0.0
DXYLTD,0.0
2DDARAA,0.0
GNP,0.0
ALLTAMH2,1.157276995305164
ACOAD1fr,0.221098135932573
23DOGULNt4pp,0.0
FEENTERR4,0.0
ALR2x,0.0
Ftpp,0.0
ACOXT,0.0
2HESR,0.0
CHOLID,0.0
PACOAT,0.0
PCNO,0.0
HPACOAT,0.0
5DGLCNR,10.337117422406157
PIt2rpp,0.6941353472739342
METt3pp,0.0
GSNt3pp,0.0
5DKGR,-10.337117422406157
PItpp,0.0
LEUt3pp,0.0
INSt3pp,0.0
PYK6,0.006574374874708172
CURR,0.0
LKDRA,0.0
METNA,0.0
RU5PP,0.0
3SLAR,0.0
ARHGDx,0.0
HPYRP,-1.7669255544943425e-16
QUINDHyi,0.0
PNSPA,0.0
URATEtpp,0.0
UDPGPT,0.0
OPHHXy,0.0
PROD3,0.0
3HPADHi,0.0
2HPTCOAT,0.0
SLNTabcpp,0.0
CYSTA,0.0
FE3DCITR5,0.0
4HTHRA,0.0
GAPP,0.0
DHCURR,0.0
RHMND,0.0
3HBZCT,0.0
ASPtpp,-1.643319991796624
FUMt1pp,0.0
SUCCt1pp,0.0
QUINDH,0.0
G3PD5,0.0
ACP1_FMN,0.0
XYLK,0.0
FBP,0.0
ACHBS,0.0
NADDP,0.0
NMNAT,0.0
G1PP,0.0
SERD_L,0.0
NTD2,0.0
NTD9,0.0
DKGLCNR1,0.0
NTD7,0.0
ASNN,0.0
MALS,0.0
ADPRDP,0.0
NTPP3,0.0
NTPP7,0.0
NTPP8,0.0
CYANST,0.0
Kt2pp,0.03701394233303275
L_LACD3,0.0
L_LACD2,0.0
METSOXR1,0.0
METSOXR2,0.0
ISETACabcpp,0.0
4PEPTabcpp,0.0
MN6PP,0.0
NTD12,0.0
LCTSt3ipp,0.0
XANt2pp,0.0
NTD3,0.0
GALabcpp,0.0
NTD8,0.0
Kt3pp,0.0
G6PP,4.227262870275146
ALDD3y,0.0
HOMt2pp,0.0
HYD1pp,0.0
MDDCP1pp,0.0
3HAD80,0.0
MDDCP2pp,0.0
MDDCP3pp,0.0
3HAD141,0.0
MLDCP2App,0.0
MDDCP5pp,0.0
3HAD181,0.0
3HAD40,0.0
3HAD60,0.0
3HAD100,0.0
3HAD140,0.0
3HAD160,0.0
3HAD180,0.0
GLYBt2pp,0.0
2MAHMP,0.0
NADPHHR,0.0
NADHHS,0.0
NADHHR,0.0
E4PP,0.0
F1PP,0.0
CUt2pp,0.0
UPP3S,0.0
PPCK,0.0
CHORM,0.0
NTPTP1,0.0
NTPTP2,0.0
DHQTi,0.0
SPMS,0.0
ICHORT,0.0
TGBPA,0.0
EDTXS3,0.0
PNTK,0.0036919910782750066
RHCCE,0.0
ADCL,0.0
HSK,0.0
THRS,0.0
HSST,0.08380550172934928
PPNDH,0.0
ASPK,-0.08380550172934947
HPPPNDO,0.0
DHCINDO,0.0
SULR,0.0
PPND,0.0
UDPGD,0.0
UACMAMO,0.0
HSDy,0.0
GLYCLTtex,0.0
NO3R1bpp,0.0
ACALDtex,0.0
THMabcpp,0.0
THRt4pp,0.7916666666666696
ARBt2rpp,0.0
ARGabcpp,0.0
ASCBptspp,0.0
CYSabcpp,0.11865255076141026
SBTptspp,0.0
CYTBDpp,0.0
ACALDtpp,0.0
ARBabcpp,0.0
FE3DCITabcpp,0.0
DGSNt2pp,0.0
